0.409,0.4545,0.432,0.5
0.6362,0.5682,0.568,0.4773
0.6362,0.4998,0.4548,0.5
0.6587,0.5908,0.5225,0.5
0.564,0.5418,0.4302,0.5026
0.6194,0.4582,0.4554,0.5026
0.6364,0.5918,0.4386,0.5026
0.6362,0.5682,0.4548,0.5
0.7045,0.4775,0.4548,0.5
